8197 4 557186 0 0 0 0 1 256 0 
8197 5 557186 0 0 0 0 1 256 0 
8197 4 557186 0 0 0 0 0 256 0 
8197 3 557186 0 0 0 0 0 256 0 
27652 0 524418 0 0 0 0 0 0 0 
8197 2 557186 0 0 0 0 1 256 0 
8197 2 557186 0 0 0 0 0 256 0 
27653 0 524418 0 0 0 0 0 0 0 
57484 0 524416 0 0 0 0 0 0 0 
8332 0 524416 0 0 0 0 0 0 0 
24581 64 557186 0 0 0 0 0 256 0 
75780 0 524418 0 0 0 0 0 0 0 
8197 14 557186 0 0 0 0 0 256 0 
8197 12 557186 0 0 0 0 0 256 0 
8197 13 557186 0 0 0 0 1 256 0 
8197 11 557186 0 0 0 0 1 256 0 
9732 0 524418 0 0 0 0 0 192 0 
14476 0 524416 0 0 0 0 0 0 0 
9220 0 524418 0 0 0 0 0 192 0 
8340 0 524418 0 0 0 0 0 0 0 
8277 0 524418 0 0 0 0 0 0 0 
8197 20 557186 0 0 0 0 0 256 0 
8196 0 524418 0 0 0 0 0 192 0 
8452 0 524418 0 0 0 0 0 192 0 
8197 19 557186 0 0 0 0 1 256 0 
12428 0 524416 0 0 0 0 0 0 0 
321 0 524288 0 0 0 0 0 0 0 
131076 0 524418 0 0 0 0 0 0 0 
18572 0 524416 0 0 0 0 0 0 0 
81924 0 524418 0 0 0 0 0 0 0 
16389 2 557186 0 0 0 0 0 256 0 
16524 0 524416 0 0 0 0 0 0 0 
8197 300 557186 0 0 0 0 0 256 0 
22668 0 524416 0 0 0 0 0 0 0 
16388 0 524418 0 0 0 0 0 192 0 
16421 1 524992 0 0 0 0 0 0 0 
16418 0 524288 0 0 0 0 0 0 0 
16421 1 524994 0 0 0 0 0 0 0 
8261 0 524288 0 0 0 0 0 0 0 
57348 0 524418 0 0 0 0 0 0 0 
26764 0 524418 0 0 0 0 0 0 0 
8197 1024 557186 0 0 0 0 0 256 0 
14085 19 557058 0 0 0 0 1 256 0 
257 102 557186 0 0 0 0 0 256 0 
257 103 557186 0 0 0 0 0 256 0 
257 102 557186 0 0 0 0 1 256 0 
14085 20 557058 0 0 0 0 0 256 0 
257 101 557186 0 0 0 0 1 256 0 
8197 79 557186 0 0 0 0 1 256 0 
94212 0 524418 0 0 0 0 0 0 0 
8197 80 557186 0 0 0 0 0 256 0 
24581 16 557186 0 0 0 0 0 256 0 
112644 0 524418 0 0 0 0 0 0 0 
1797 0 524418 0 0 0 0 0 0 0 
1540 0 524418 0 0 0 0 0 0 0 
1796 0 524418 0 0 0 0 0 0 0 
1541 0 524418 0 0 0 0 0 0 0 
1285 0 524418 0 0 0 0 0 0 0 
257 0 524418 0 0 0 0 0 0 0 
1028 0 524418 0 0 0 0 0 0 0 
257 1 524418 0 0 0 0 0 0 0 
256 0 524418 0 0 0 0 0 0 0 
1029 0 524418 0 0 0 0 0 0 0 
1284 0 524418 0 0 0 0 0 0 0 
517 1 524418 0 0 0 0 0 0 0 
516 0 524418 0 0 0 0 0 0 0 
773 0 524418 0 0 0 0 0 0 0 
772 0 524418 0 0 0 0 0 0 0 
517 0 524418 0 0 0 0 0 0 0 
3844 0 524418 0 0 0 0 0 0 0 
2564 0 524418 0 0 0 0 0 0 0 
2820 0 524418 0 0 0 0 0 0 0 
2565 0 524418 0 0 0 0 0 0 0 
2309 0 524418 0 0 0 0 0 0 0 
2052 0 524418 0 0 0 0 0 0 0 
2309 1 524418 0 0 0 0 0 0 0 
2308 0 524418 0 0 0 0 0 0 0 
2053 0 524418 0 0 0 0 0 0 0 
5636 0 524418 0 0 0 0 0 0 0 
5637 0 524418 0 0 0 0 0 0 0 
5892 0 524418 0 0 0 0 0 0 0 
39052 0 524416 0 0 0 0 0 0 0 
4868 0 524418 0 0 0 0 0 0 0 
16469 0 524416 0 0 0 0 0 0 0 
4100 0 524418 0 0 0 0 0 0 0 
4101 0 524418 0 0 0 0 0 0 0 
16469 0 524418 0 0 0 0 0 0 0 
7172 0 524418 0 0 0 0 0 0 0 
6660 0 524418 0 0 0 0 0 0 0 
6148 0 524418 0 0 0 0 0 0 0 
9733 1 524418 0 0 0 0 0 0 0 
9732 0 524418 0 0 0 0 0 0 0 
9733 0 524418 0 0 0 0 0 0 0 
9221 1 524418 0 0 0 0 0 0 0 
9220 0 524418 0 0 0 0 0 0 0 
9221 0 524418 0 0 0 0 0 0 0 
9476 0 524418 0 0 0 0 0 0 0 
8708 0 524418 0 0 0 0 0 0 0 
43148 0 524416 0 0 0 0 0 0 0 
8709 0 524418 0 0 0 0 0 0 0 
8964 0 524418 0 0 0 0 0 0 0 
8196 0 524418 0 0 0 0 0 0 0 
8453 0 524418 0 0 0 0 0 0 0 
8197 1 524418 0 0 0 0 0 0 0 
8197 0 524418 0 0 0 0 0 0 0 
8452 0 524418 0 0 0 0 0 0 0 
11780 0 524418 0 0 0 0 0 0 0 
11524 0 524418 0 0 0 0 0 0 0 
10756 0 524418 0 0 0 0 0 0 0 
10757 0 524418 0 0 0 0 0 0 0 
10245 1 524418 0 0 0 0 0 0 0 
10244 0 524418 0 0 0 0 0 0 0 
10500 0 524418 0 0 0 0 0 0 0 
10245 0 524418 0 0 0 0 0 0 0 
13828 0 524418 0 0 0 0 0 0 0 
14085 0 524418 0 0 0 0 0 0 0 
14084 0 524418 0 0 0 0 0 0 0 
27653 6 557058 0 0 0 0 0 256 0 
27653 5 557058 0 0 0 0 1 256 0 
8213 0 524418 0 0 0 0 0 0 0 
15876 0 524418 0 0 0 0 0 0 0 
16132 0 524418 0 0 0 0 0 0 0 
14852 0 524418 0 0 0 0 0 0 0 
15109 0 524418 0 0 0 0 0 0 0 
15108 0 524418 0 0 0 0 0 0 0 
14340 0 524418 0 0 0 0 0 0 0 
